被爱才能像小孩像被人爱04小碗广州: 爱才能像小孩像被人爱04小碗广州
此愿经年 全服进度100达成！感谢制作人向周棋洛传达的生日心意，全服积分所有档位已解锁！[星星]道具奖励——全服星河十连档位依次可领取共计体力*520、告白心愿*30、金币*、心绪之花*45、星河许愿券*10 的丰厚奖励。[星星]专属定制——生日纪念手链最终档位已达成，将额外解锁专属于你和周棋洛的生日羁绊同款纪念手链 周边定制！制作周期与上线时间将会在后续公告中告知大家。[星星]生日惊喜——与他共同迎接生日4月9日期间，登录游戏，接听生日视频通话、查收他的心意回礼。4月9日000起，和他共度生日仪式，完成生日特别互动剧情。[星星]特别说明为了方便更多制作人不错过他的生日庆祝，今年生日活动的榜单展示和商店兑换均会延长至4月12日2359。获得了生日羁绊的制作人，均可在这段时间内进入二阶段完成和他的庆生互动。榜单结算仍在4月10日2359截止，还请留意。: 制作人向周棋洛传达生日心意,全服积分所有档位已解锁。
35有香自西来寻味北地全角色料理喜好大家好我是炸鱼今天给大家带来全角色香气四溢的料理喜好注意需要冒险等阶20才可进行调料制作！冒险等阶28解锁尘歌壶完成壶中闲事任务后可邀请尘歌壶中伙伴试吃香气四溢的料理试吃可以增加好感度但是每个人喜好不同因为是我自己整理的工作量比较大难免有错漏如果看到有疑问的欢迎帮我补充我们一起完善好了以上就是有香自西来全角色喜好我是炸鱼我们下期攻略再见啦: 香自西来寻找味北地全角色料理喜好,下期攻略再见。
这几把很刺激赢了比赛还是很开心的请相信我们下次会打的更好傲寒: 刺激比赛,期待下次表现
弹幕汪小白为什么不来现场（的老虎）酱他来现场你敢来吗他丫的来吃自助的: 弹幕汪小白不来现场
代号鸢傅融剧情高清修复图个人重绘转载和二创请注明出处禁止商用。查看原图更清晰: 代号鸢傅融剧情修复图发布
久酷兄弟们卡位赛加油，继续冲冲冲！[干饭人][干饭人][干饭人]: 酷兄弟加油卡位赛
芜湖可爱到了[开学季]: 芜湖可爱到了[开学季]
直播分享快来看佛山梦岚@佛山梦岚的百里守约！好大的眼睛: 直播分享佛山梦岚
醒醒神！准备一起看今天的比赛！[干杯]和大伙儿觉得谁会赢: 醒醒看比赛,猜谁会赢
网传你华是普通史诗[苦涩]: 传你华为史诗
葛大爷在看到暖阳接受采访的镜头后呦？裤子都不拍啦？: 葛大爷不拍裤子
狼妹的物料百宝袋 运营日最积极上班的乐乐[开学季]《刀门》狼队王者荣耀: 《刀门》狼妹物料百宝袋运营日
最近认识了很多好朋友，总而言之非常非常非常之开心，祝大家一路长虹！[耶]: 朋友聚会,祝大家一路长虹
常规赛第二轮44赛后返图 长沙滔搏丶冰尘@长沙滔搏丶冰尘龙哥视角的广州@广州[苦涩]彼此去奔赴更美好的未来: 长沙滔搏丶冰尘返图
张鹏今天猛如虎啊无畏: 张鹏今天表现不错
欧欧@欧欧终于不用当司机了[666]成都天府长岛: 欧欧不用当司机了
扣1，36版本，1就是你的卡池！扣2，36版本，2就是你的卡池！扣3，36版本，3就是你的卡池！扣4，36版本，4就是你的卡池！: 扣出36版本和436版本卡池,就是你的卡池。
小宝本来要抱西瓜接受采访结果西瓜不配合: 宝宝不配合采访
云黎有一种痛叫做同分痛: 黎黎有同分痛
常规赛第二轮44赛后返图 广州丶九尾@广州丶九尾早上给大家分享一只慵懒狸狸: 广州丶九尾分享慵懒狸狸
和一样网红队（而且属于花大钱遭大重的网红队）可能只有一个兜底的是（尽力了）和（尽力了）: 网红队可能只有一个兜底
一些教练语录合集，哪位教练说过的话让你至今难忘？你是个什么东西。: 教练语录合集,难忘难忘。
一诺五周年超话头像公开一路繁花照见少年赤诚繁光五载共贺周年纪念这是给一诺选手的一份小小礼物寄予我们最真挚的美好与祝愿梦想的界限有迹可循属于少年的时代永不落幕无可替代肆意张扬写就世间最繁盛的篇章文案想想美工海盐荔枝轻乳茶@海盐荔枝轻乳茶: 一诺五周年,生日快乐!
麋鹿鹿今天是不一样的鹿鹿子: 麋鹿鹿不同版本,鹿鹿子不同。
最新积分榜排行卡位赛赛程: 积分榜最新排行:卡位赛赛程
妲己打野能不能别混，自己找点事做？: <unk>己打野,找点事做?
告别春季赛。队里位太少，功能位太多。屡屡4保1的打法在如此快节奏的版本很难每次都能奏效。难道夏天，又要再等一个适合的版本吗？: 春季赛热门版本推荐
九尾拿到了心心念念的1[送花花]全力以赴才是对好朋友的最大尊重[收到]广州丶九尾@广州丶九尾二改抹: 九尾和她的好朋友拿到了1[送花花]
一个比较神奇的巧合跟在顶峰相见了: 巧合与在顶峰相遇
太太根据五歌仙制作的模型作者13（已授权）: 太太使用五歌仙制作模型
季后赛 平安银行30进入四强！，913厄斐琉斯4分钟，对面中单下路支援击杀我方辅助拿到一血6分钟，我方中单上路支援，击杀对面上单，双方经济持平7分钟，我方下路线杀对面辅助，随后我方辅助被对面支援而来的打野击杀8分钟，我方击杀对面辅助，拿到峡谷先锋，经济略有领先9分钟，我方上单被击杀，双方经济持平15分钟，我方团战1换3拿到峡谷先锋，经济领先2520分钟，我方击杀对面打野拿到大龙，经济领先522分钟，我方团战获胜结束比赛。感谢冠名合作伙伴平安银行的好运加持！感谢合作伙伴外星人、哔哩哔哩直播、海沃氏家具的大力支持！: 平安银行30进入四强,我方团战获胜。感谢合作伙伴支持。
一周的快乐又开始了，无畏入选第八周最佳阵容打野，也是无畏第一次入选最佳阵容！继续加油: 无畏入选最佳阵容
旋律在钢琴上流转烂漫的春花绽放于云野承载了梦想的书信被遥鲲带去远方光影间，乐声奏响记忆你是否想起了旅途中陪伴左右的身影？分享自小红书旅人羊儿快快跑作品已获得分享授权光遇: 分享小红书旅人羊儿作品,获得授权光遇。
喵喵喵喵作者心脏弱真君*图片已授权，请勿转载商用: 心脏弱真君声明:图片已授权,请勿转载。
肖总继中了自己的签名照后又中了自己红人节的门票: 总总中红人节门票
喵。喵喵喵。——白天十分沉静，夜晚却又十分活跃的猫咪。: 沉静夜晚活跃的猫咪
当当当！答案揭晓！坦然@坦然易峥上号花海@花海坦然上号清融@清融子阳上号易峥@易峥清融上号武汉子阳@武汉子阳花海上号其实还挺好猜的是吧，家人们: 坦然易峥上号花海,花海上号武汉子阳,答案揭晓。
全力以赴就是对彼此的最尊重，一起加油小伟伟@小伟伟成都月牙湖: 小力以赴,尊重彼此。
新剧情里的线蒂蒂不做深海猎人的话居然是做电工，好意外！但是好可爱[锦鲤附体]！: 剧情有惊喜,线蒂蒂做电工
你华真的好难玩啊，感觉什么都缺我甚至想冷却鞋、法穿鞋、疾跑鞋一起出佩服你华玩家，这都能玩下来: 玩鞋难,佩服你华玩家。
的实力就跟武汉的天气一样橘子花会开: 实力与天气一样,橘子花会开。
嘿！是我！[送花花]希望可以陪伴大家越来越久！: 期待陪伴大家久久
血压高了，主播超级小桀打了近三年的关的困难团，全球排名30的存档被他妈带来的亲戚家的熊孩子给硬生生玩没了，她妈还不以为意: 超级小桀遭遇困难团,熊孩子被玩没了。
哈哈哈哈哈哈我笑清醒了: 笑醒,笑了。
我们是冠军[彩虹屁][彩虹屁][彩虹屁][彩虹屁][彩虹屁]: [彩虹屁]冠军
常规赛第二轮45南京久竞32武汉 南京久竞@南京久竞拿下第五局比赛！[星星]为项羽南京东方@南京东方！前期下路武汉中野支援，击杀对方下路双人组，中野各拿一个击杀。但随后上路南京东方@南京东方项羽团战完美承伤，南京久竞击杀不知火舞进行止损。中路武汉再次打出零换二，随后红野区双方一换一，易峥@易峥狄仁杰不断推塔，7分钟破掉南京久竞三路外塔。南京久竞连续打出对方掉点分别击杀不知火舞和狄仁杰，稍缓对方攻势。9分钟南京久竞背靠防御塔，南京傲寒@南京傲寒公孙离二技能挡掉兰陵王技能，二连击破南京无畏@南京无畏橘右京完成收割三连决胜，南京久竞团灭武汉，10分钟后双方换龙。武汉子阳@武汉子阳兰陵王标中残血橘右京将其击杀，武汉推掉中二塔。双方连续爆发碰撞，15分钟傲寒公孙离开启狂暴吸血反杀兰陵王，南京久竞再杀露娜，零换二后控下暗影主宰。下路高地塔处东方项羽闪现越塔给控，南京久竞最终团灭武汉，拿下胜利！: 南京久竞拿下第五局比赛,拿下胜利。
我的评价是这图的作者可能就玩过这些: 评价图片的作者可能曾玩过这些图片
囚境还想继续吗？真是个大胆的小姑娘。卡面截修手机壁纸抱图留爪啵啵: 囚境的小姑娘,截修手机壁纸。
首发名单 打野位调整: 打野调整首发名单
胆小鬼借由愚人节宣告爱意头铁的人直接抱着李泽言啃你再重复一遍我昨天干了什么？你不可置信的看着手机聊天软件里突然多出来的男朋友，听着悦悦夸张的描述瞪大了眼。你，喝醉了。对。这你还有印象，愚人节约了悦悦她们去逛街，晚上随便垫了垫肚子就直奔新开的小酒馆，听说驻场唱的不错人还挺帅你的酒量暂且不提，但你一直以为自己酒品挺好，至少在记忆里找寻到难得几个喝醉的瞬间，你都是安安静静一头栽倒在沙发上。你对自己其实是放心的，所以在听见悦悦一边嘶嘶抽气一边感叹牛逼的时候才会这么不可思议。当时我们不是跟旁边那桌拼着玩游戏吗？顾梦补充，他们说大家还不熟气氛嗨不起来，所以就提议先来两轮大冒险。嗯。脑海伸出确实有大冒险的印象碎片，不过记不太清，就记得你运气挺好，前几轮都没中招。反倒是悦悦，就跟个冤种倒霉蛋一样，接连抽到，上台子上唱一首，帮隔壁桌的人鞋带扯开再系上，第二轮抽中后又去系了一次顾梦在你耳边感叹，说好小学生的大冒险你深以为然，然后就遭了报应。轮到你的时候，你已经喝了不少酒了，不过神智尚在，除了思维迟缓点，倒也没太大差别还能行动，还没一头栽倒，于是你放任自己继续了。明明前面几个人的大冒险都是少儿频道，怎么轮到你你看着每套大冒险卡题上最喜闻乐见的一张打电话跟最近联系人告白，不准告诉他你在大冒险，陷入了沉默你的最近联系人你想了想今天下午打电话跟李泽言交接工作事项的画面，眼前一黑隔壁桌的人看出了你的犹豫，在一旁起哄，说待会儿告诉他大冒险就行了，实在不行还有愚人节兜底，别怕就是干你倒不是怕，毕竟最近联系人随便换个谁你都能打出这个电话，但偏偏是李泽言心底微妙的小心思被摆到明面上来，悦悦和顾梦看热闹不嫌事大，还在一旁起哄大概是氛围使然，大概是酒精终于开始往思维里钻，等你反应过来的时候，电话已经拨通了怎么了？他的声音先一步传来。酒吧有些吵，你没开免提，大家都凑到你身边一脸兴奋的屏住呼吸。你很少这个点给他打电话，就连李泽言也有些意外，在厨房洗着水果，瞥见你的来电，就连手上的水都还未擦干，就先接了起来没没什么。你话涌到喉咙，却又不知道要说什么。电话那头的他就这么静静的等着，一时间世界好像只剩下了你们的呼吸，明明周遭这么嘈杂。你后知后觉察觉到此情此景有些暧昧，但对着别人信手拈来的情话在这里一句都说不出。你在哪？反倒是他又先开口了。在外面你顿了顿，补充道，和朋友吃饭。跟谁？悦悦和顾梦。你不知道为什么，你俩莫名其妙的就开始一问一答，像是乖乖听话的好学生。但好学生现在在酒吧，旁边还站着一群等着起哄看热闹的人。我打电话是为了——你刚鼓起勇气，余光瞥见前面那桌突然一阵欢呼，然后两个人影开始热吻起来，吓得话音一顿一鼓作气，再而衰，三而竭，你焉了，讪讪地端起酒杯抿了一大口为了什么？刺激让酒精更快的蒸腾，你居然都没察觉出他这句话中的循循善诱。为了跟你说你垂下头又喝了半杯，才终于支支吾吾的盯着脚尖继续继续，说我其实喜欢你字还未出口，李泽言就先笑了一声替你接过后半句，说你其实喜欢喝酒。不然怎么这么晚了还在外面。喝了多少？呃你下意识想撒个无伤大雅的谎，但不知道为什么没说出口，一点点再一点点。悦悦虽然喝得多，平常看着一副大咧咧的模样，但某些时候心思还挺细腻，看见你脸上细微的表情，以及说一点点时，垂在身侧的手不自觉的比划了一个短短的距离时，突然察觉到了什么，冲着顾梦挑眉笑了笑，恍然大悟。你又跟他说了两句，起哄的人早已开起了第二轮，毕竟你喜欢说出口，到也算是任务成功了，热火朝天的碰杯声中，似乎没人发现你脸上的低落。毕竟李泽言那么聪明，他显然明白你的意思，打断你的话不是他一贯的作风，唯一的可能就是给你个台阶下。你窝在沙发里拒绝了他们的游戏邀请，给自己找补了个理由，说告白都告过了，太刺激了得缓缓，便一个人喝起了酒干嘛呢，你还玩吗？顾梦捅了捅在手机上一阵噼里啪啦的悦悦。马上马上！干大事！乱七八糟的酒混在一块，你喝的头晕脑胀，李泽言其实可以假装没听懂，然后在你笑着说这是大冒险是愚人节玩笑的时候说一句下不为例，然后挂断电话，但他没有。你看着酒吧昏暗迷蒙的灯光在玻璃杯中折射，感叹了一句不愧是李泽言，不喜欢就是不喜欢，半点念想都不给人留，然后就迅速把自己喝晕了过去按理来说。愚人节的聚会活动就应该到此为止，但在悦悦的叙述里显然不是这样在你一头栽倒在沙发上后的半小时里，最近联系人给你回拨了电话问你在酒吧哪里。以你的状态显然是只能呆愣愣地听着，除了能分辨出某些指令式的短句以外一概听不懂于是手机在李泽言的指挥下到了引路人悦悦手里，几分钟后，你方才告白失败的对象就站在了你面前。看着你傻愣愣睁眼望着他的模样有些好笑。那我先送她回去。需要帮你们先叫车吗？好的好的李总。真千杯不倒悦悦一秒恢复端庄模样，连连摆手，不用不用，我们可能还会待会。嗯。大概是李泽言的气场，就连刚才还热火朝天喝酒的隔壁桌都默默安静了下来，看着李泽言把你接走，扶着你走出了酒吧后才砸吧嘴感叹。我靠，我怎么刚才莫名有种面对顶头的局促感。草，原来不是我一个人觉得！这不会是她男朋友吧，生气了？悦悦听见最后一句自言自语，洞悉一切地笑了一声，后面半句错了，前半句到马上可能变成真的不行。她突然放下酒杯，人类的本质是八卦，忍不住了我去瞄一眼。于是等悦悦从酒吧出来的时候，还没开始找人，就先瞄到了在路灯下踮脚一口咬上李泽言嘴唇的你靠，牛的。悦悦一秒转身回了位置上。其他的我就不知道了，反正我出来的时候你俩已经亲——悦悦被你捂住了嘴，路过的顾梦好奇的问了一句，亲？谁亲？没谁没谁。悦悦摆了摆手，给你使眼色示意自己嘴牢的很，你这才放开。悦悦没听见你们出酒吧后发生的事，一切只有两位当事人知道，而你的记忆被酒精侵蚀一片混沌，思考半晌无果后，叹着气戳了戳置顶多出来的男朋友。已经逃避了两天了，你害怕这是愚人节的一场臆想美梦。你刚戳了戳他的头像，他那边瞬间就变成了正在输入中。想问什么？显然是把你摸得透透的，你尴尬的笑了一声，然后打字。就是那个我删掉那天发生了什么？删掉是你来接的我吗？删掉悦悦说删掉写策划的时候都没见某人这么用心。李泽言先发来了一句，然后下一秒一个语音就弹了过来。你手忙脚乱的接了起来，快步走到了阳台。想问我为什么来接你？嗯。这也是你想问的问题之一，但你很害怕他下一句就是怕你在外面出事下周策划没人交。你觉得是什么原因。李老师，没有像你这样把问题抛回来的。你自己都没察觉到，你的语气突然放松了很多。那我换个问题。他笑了一声，声音从听筒传来有些失真，但撩人的要命，你那天打电话真正想说的是什么？你猛地提起一口气，有种终于来了的感觉。其实我想说，我喜欢——说你其实喜欢我。他依旧接过了你的话头，只不过这一次说出了正确答案。记得你第一次跟我汇报策划的时候，我告诉过你什么吗？时间太过久远，你思考了半天才从回忆里摘出一句可能的话，但试探性地说出口的那瞬间，你就肯定了它。重要的事情要当面说。看来还记得。他又笑了一声，你耳畔开始自动加温。随着他的提醒，被酒精封存的记忆松动，你想起了那天他在酒吧门口对你说了同样的话，然后你便踮脚堵住了他调侃的视线。接连因为同一件事落了两次下风，好在不是视频，不然现在脸颊上的红都遮掩不住，你迫切想要扳回一城，于是对着听筒继续开口那现在我们不也是隔着电话在说重要的事！什么重要的事？他反问。确认关系难道不算吗？算。即使看不见他的表情，但你都能想象到他挑眉的神情，往下看。？你举着电话，视线下意识的从窗户往下撇，钻过树荫看见了熟悉的车和人。所以我现在打电话来问问某人，下楼吃饭吗？: 悦悦和顾梦的恋爱经历让人印象深刻。
