成龙大哥生日快乐成龙@成龙: 成龙生日快乐
今年13月，本田在华总销量2204万辆，同比下滑377。东风本田同比下跌394，为1024万辆广汽本田销量为1179万辆，同比下滑362。: 13月本田在华销量下滑377%。
对了，说一下6系列的车其实已经能开了，大约漂亮500左右但是还有一个渠道力度更大，但是他现在卖的缺货了，所以迟迟没有给如果能接受漂亮500左右的车，也可以评论区留言，私信找我上车[喵喵]鉴于之前有被举报过的案例，以后任何车只允许活跃的老差友上: 6系列车已上市,但缺货,可私信私信上车。
同学们多虑了，黄京对于我来说，真的大可不必北京: 黄京,真的大不必北京。
谁会觉得几十万的车是豪车啊: 购买豪车注意事项
路遇沃尔沃90，不远万里刚到国内的大宝贝，颜值给打几分: 偶遇沃尔沃90,好评如潮
中国需要自己的英伟达和高通，才能避免新能源汽车行业在智能化时代被卡脖子，这是我们对行业提出的严肃警醒。: 新能源汽车行业呼吁英伟达和高通
网友订了阿维塔，被领导劝了半天让我退掉目前28岁，单身，购车预算3040，第一辆车，打算买新能源。因为近期阿维塔权益不错，自己也是资深华为粉丝，试驾了一下，感觉外观比较喜欢，智能驾驶也很好，就大定了。领导亦师亦友，三十多岁，听说后劝我退订，改订理想或者，理由主要如下1阿维塔品牌不知道维持多久，太小众后续保值率和维保堪忧2类似高合，像个玩具，感觉很非主流。我们是销售岗位，平时跑业务不知道有没有影响3空间小，领导说我老大不小了，以后娶妻生子还是得换理想领导重点推荐了理想78，其他也推荐了5，，特斯拉。我自己主要看重了阿维塔的智能驾驶，感觉第二选择是智己7。现在领导盯着我退订没，说怕我走弯路，大家帮忙给点意见吧，谢谢！网友回复车区一群学生魔症了，看到领导就觉得压迫，这领导给你的建议特别中肯。可以看出你这领导还是比较好的，一般的人谁懒得管你，买好卖坏我又不花钱，以后坑了也是你自己的，和别人有半毛钱关系，就这很多人竟然觉得管的宽。离谱。学生太多了，以前公司来个实习生，我看他代码写的太乱建议别这么写，他直接怼了一句那你说该怎么写，既然他这么说了我就不管他让他自己去写，后来不到一个月他就被开了！: 退订阿维塔,被领导劝退。
接到一个上海车展视频合作询价，返点直接要60，我出创意，我拍摄，我剪辑，算了，要不咱别拍了，我直接给你钱吧: 找上海车展视频合作,返点要60,出创意,不拍直接给你钱。
上次特斯拉降价销量大增，这次再降价其它新能源车企估计也会跟上，我对4月新能源车销量很有信心，新能源人稳住别慌: 特斯拉降价销量大增,对4月新能源车销量很有信心。
一个巴掌坏一个巴掌怪彼此深爱: 彼此深爱,一巴掌坏一个巴掌
我的乖乖！魏牌又腰斩了！: 乖乖!魏牌又腰斩了
前段时间去了一趟嘉善家里的工厂，跟我爸碰面。我爸因为疫情的关系，三年没过来大陆了，问我说为什么当年要加价的汉兰达居然降价了？我爸问我的问题，突然让我觉得不知道该怎么回答，应该说他问的问题是所有不在大陆生活的台湾同胞也搞不懂的问题。实在应该是要找时间找台自主品牌的车载我爸去感受一下，他应该就会知道为什么汉兰达要降价了[笑][笑][笑]中国汽车站起来了，但台湾同胞却还不知道，这真的是很可惜的事情。: 父与嘉善工厂碰面,谈汉兰达降价问题,台湾同胞也搞不懂。
当你面临保时捷911体系内的顶级抉择3我的评价是3更孤傲一些: 保时捷911体系内的抉择
突然发现，身边那些当初一起开始创业的朋友，如今大家的公司几乎都配了一辆别克8。我也一样，选择购买8前也参考了他们不少的意见。确实很方便，每次出行，一辆车就够，团队和设备一起上路，不像早年团队还得分批行动。关键还很舒适，空间大，座椅软，功能多，我这样的睡眠障害患者也能经常在车上睡着，这是在之前的车子上很难拥有的体验。平时邀请朋友或合作伙伴一起出个门，也是开上就走。在这辆车上，又能凝聚团队，又能节约时间，又能补充精力，怎么说呢，8能让做企业成功率提升吧，是企业步入正轨的一个象征。: 公司配别克8,可帮助团队和设备一起上路,舒适舒适,睡眠障患者也能经常在车上睡着。
911达喀尔这么快就上路了呀车闻: 达喀尔快车上路
特斯拉准备推2车型，电池容量53，续航预计400公里，15万人民币左右，特斯拉认为会是特斯拉销量最好的汽车。你们会买吗？: 特斯拉计划推出2款车型,电池容量53,续航约15万。
前几天在新疆大海道试驾杜卡迪最新的摩托车。从2019年看到这款车的新闻我就很期待。这款车不愧是意大利人设计的，白色复古风格性感绅士，是车中颜值最高的车，在大海道的丹霞地貌拍照非常出片。这款车座高835对于很多人都没问题，不过也可以调回欧美版875座高。110匹马力，在越野路况还可以调成75，95匹更实用。6种骑行模式，有朋友在笔直的公路上跑了2**多不愧是杜卡迪: 试驾杜卡迪最新摩托车,期待2019年上市。车座高835,可调回欧美版875座高。
我去，7这价格，真猛！太猛了！: 77价格猛涨
谢谢你640，再见我觉得跟这台车如果来做一个告别的话，还不如说这是一场告白感谢它这些年陪伴了我风里来雨里去的宝马: 谢谢你640,再见宝马车。
比亚迪腾势，革的就是丰田阿尔法的命，单月出货已经过万了。[笑]: 比亚迪腾势单月出货过万
接受了这个设定后，回不去了: 接受设定后回不去了
啊哈新疆见余洋@余洋马编为所欲为@马编为所欲为我的战车出发了: 新疆见余洋战车出发
我是不是长沙第一台五菱缤果黑武士？关于生日礼物这件事，我家铁牛还是到位了！给我搞了台宝宝巴士[666]: 长沙第一台五菱缤果黑武士生日礼物,铁牛给我搞了台宝宝巴士。
每次和佛山的老哥面基都会试驾一下他的混动，每次试驾都会被他的驾驶感受和无敌的静态体验惊艳到。不过这次试驾的时候感觉机械素质已经不是那么无敌了，因为两厢思域混动的机械素质上已经实现了对混动的吊打，4的转向手感底盘支撑动力响应和加速感受都更好，时代的进步让越来越多便宜的车拥有了吊打以前几十万甚至几百万车的驾驶体验，真好: 佛山老哥试驾思域,感受机械素质不再无敌。
据考证，韩国版本的旅行版，车架号合法，太棒了[作揖][作揖]: 韩国旅行版车架号合法
想买特斯拉，65不知道今年能不能等到: 特斯拉购买热潮将至,期待今年购买。
如果说商务车有段位的话，那么王者肯定非别克8莫属。舒适的坐感、静谧的环境、舒享的配置、平稳的行驶体验都准确击中了企业家的用车诉求，满足了高端商务人士的终极座驾追求。从商务到家用，8涵盖了诸多成功人士生活的方方面面从第一桶金到步入正轨，8参与了一次次握手合作，也见证了一个个崛起的商业巨擎，成长为他们最信赖的伙伴。: 商务车王者别克8的座驾追求,从商务到家用,见证商业巨擎成长。
连先人都不想要新款路虎发现5: 不想要新款路虎发现5
来，认识一下印度最畅销的车，五座掀背车价格万卢比有两个版本汽油版本和天然气版本。长3990宽1745高1500轴距2520发动机最大功率@6000或@6000（汽油模式）和@6000或@6000最大扭矩@缸前制动器碟刹后制动器鼓刹前悬架麦弗逊后悬架扭力梁: 印度畅销车推荐
车若初见还是三亚，但这回换成第十一代。在这个新浪潮的年代，传统中级车肯定要提速才行。动力，车机，智能化，配置，这次中规车的变化比美规要多。雅阁这个名字是自带回忆的，都有故事，给前任来波回忆吧，岁月如阁: 雅阁换代,带回忆的车型,建议提速。
怎么感觉这次比亚迪仰望9的官方图，比上次刚发布时候的官方图好看一点呢？没有违和感了。除了换了颜色外，我发现大灯好像都有点不一样，设计是不是微调过？: 比亚迪仰望9官方图好看,大灯微调。
买车之前觉得电车里特斯拉是最保值的，事实证明我的是错觉: 电车特斯拉保值的错觉
拍摄二手车贩子翻新全过程，清洗后，网友直呼洗车还得车贩子: 二手车贩子清洗全过程
保时捷的新车发布暗影绿出场的氛围感拉满全新911是多少人的梦中情车啊！好朋友下单了911！不过你们唯一的姐，是看新车吃饭去的哈哈哈哈: 保时捷新车发布,氛围氛围满全新911。唯一姐是看新车吃饭。
中国电动汽车百人会论坛: 电动汽车百人会论坛
这还只是中国新能源品牌在海外攻城略地的开始，汽车产业链吃下来我们至少能增加几百万个年薪超过20万的就业岗位。加速，都给我加速，中国人也要吃大牛排，也要住大豪斯，也要一块钱炸鸡。[开学季][开学季][开学季]: 中国新能源车产业链加速增加就业岗位,包括吃大牛排、住大豪斯、一块钱炸鸡。
清真的保时捷卡宴和非清真的保时捷卡宴怎么价格相差那么大！我觉得这个伊斯坦布尔的车行骗了我，明明我上周打开车门检查车里面一股猪皮的味道，这卖车的骗子拿他姑妈的脖子发誓想忽悠我是牛皮。反正下周回去我带一个隔壁街区一专家大哥看看这卡宴是否清真，价格很诱人反正。大家有什么清除车内异味儿的妙招吗？求分享。: 保时捷卡宴价格相差大,骗子想忽悠我,带专家看价格清真。
