永远为落日晚霞而心动: 为落日晚霞而心动
成都超玩会31长沙 成都超玩会@成都超玩会拿下第四局比赛！[星星]为莱西奥一诺@一诺！开局中路对拼，长沙滔搏丶幕色@长沙滔搏丶幕色沈梦溪击杀张飞拿到一血，同时上路忆安@忆安夏洛特单杀夏侯惇。3分半长沙滔搏丶以然@长沙滔搏丶以然曜支援上路击杀夏洛特，5分钟上路以然曜带掉外塔。6分半成都反掉蓝，打残长沙多人，尽管夏洛特未造成收割扛塔过多被击杀，但成都已推掉中外塔。成都继续反掉蓝，逼退长沙多人后再推中二塔。10分钟成都拿下暗影暴君，随后忆安夏洛特闪现切入击杀沈梦溪，成都再找出单人带线的曜将其击杀，破掉中路高地塔。以然曜意图追击残血的铠，但成都丶未央@成都丶未央铠一技能极限回血，曜反被成都众人击杀。成都控下暗影主宰，再破上高，直点水晶拿下胜利。: 成都超玩会拿下第四局比赛,击败夏洛特和成都控下暗影主宰。
榜1确实夸张这把马超单子局，不夸张: 马超单子局不夸张
空 绫人没有啊，空没在我这作者（已授权）: 授权作者:绫人
少爷虽然是没有感情的话筒架，但我要保持微笑: 老爷谈感情,保持微笑
忆安@忆安个人数据对比 41未央上场前后: 忆安个人数据对比
恭喜@获得赛区的第900次击杀！！多兰呐辛苦了但是今天真的证明了自己: 恭喜获得区第900次击杀,多兰证明自己。
今晚的三连属于一诺@一诺选手！[彩虹屁]: 一诺三连属于选手
原神只有我最烦这个每日嘛？不能把背包的清心给你吗？为什么一定要我去山顶摘新鲜的呀，我背包里的也很新鲜好吗！: 提议去山顶摘新鲜的背包
南京久竞11广州 广州@广州拿下第二局比赛！[星星]为广州丶风箫@广州丶风箫戈娅！前期双方正常发育，三分半在下路一塔，南京久酷@南京久酷张良闪现控住太乙真人，南京星痕@南京星痕安琪拉赶到拿到人头，一血爆发。五分半，广州丶清清@广州丶清清吕布跳大配合队友留住安琪拉，张良欲拆伙但也被留下，广州打出零换二，将经济追平。七分二十秒，广州再次集火将铠留下，但南京久竞在少人后选择压向中路一塔，将一塔打到残血。八分四十秒，广州再次收下张良并大幅消耗铠状态后入侵红区，点破下路二塔后，清清吕布主动吃满伤害，广州丶九尾@广州丶九尾干将莫邪万箭齐发三连决胜奠定胜利基础，广州将对方大减员后，带着兵线直攻水晶，扳回一分！: 广州拿下第二局比赛,南京久酷张良和广州丶九尾干将莫邪万箭齐发。
一诺从今天开始培养西瓜镜头感一诺: 一诺培养镜头感
我会亲手为你建起这座幸福城堡。————————海真的很蓝，这张卡我没有好悲伤只好自己出一下了羡慕每一个有冰椰海盐的人泰国泰国普吉岛: 分享幸福城堡,羡慕普吉岛。
南京久竞广州 ——第一局粉丝高举横幅打野各有所长，无畏天下无双: 粉丝高举横幅打野,久竞广州。
咱发表自己的看法也不行了？就觉得他发挥不正常也不行啊？难不成说这是他正常水平？: 批评人发挥正常
赛后返图 𝟏𝟎世上灿烂万千，花香也只存四季。你们去做扶摇直上的风吧。迎万难，应万难，破万难。每一刻都有山川同贺，日月同盛。狼队王者荣耀: 10后返图,狼队王者荣耀。
2023春季赛常规赛成都超玩会@成都超玩会赛后采访 [星星]一诺@一诺成都超玩会西瓜@成都超玩会西瓜他是成都超玩会西瓜西瓜太重了，它是一条一岁的狗，喜欢吃因为他很胖（2500杀）感觉很开心，第一是初晨，99杀这赛季走得远的话这个赛季就能达成黄忠打对面阵容很好打（下路组合）我们没放弃一直在彼此相信，把越来越好的展现给大家我这个赛季比上个赛季更主动，走了一些老人，我有的时候需要担任这个角色稳重带凶头像就是有一天社交软件看到了感觉挺逗的，怂恿夏竹换上了，未央出于反击也换上了慢慢加油吧，争取比上个赛季成绩好玩加电竞王者荣耀: 采访成都超玩会西瓜,认为西瓜太重了,争取比上赛季表现好玩。
通天出手了，小龙虾没白吃广州丶清清@广州丶清清: 小龙虾没白吃,@广州丶清清。
成都超玩会21长沙 成都超玩会@成都超玩会拿下第三局比赛！[星星]为黄忠一诺@一诺！开局长沙滔搏丶以然@长沙滔搏丶以然赵怀真反掉红。4分半下路鲁班大师扛塔过多，被以然赵怀真收下，但成都推掉了下外塔。上路双方一换一，随后长沙推掉上外塔。7分钟中路长沙果断盲开，击杀鲁班大师，下路双方一换一。双方均采取四一阵型，四人中路碰撞同时一人带线，10分钟双方互换远古生物。11分半成都丶未央@成都丶未央澜绕后带走干将莫邪，同时正面一诺@一诺黄忠轰掉赵怀真，成都零换二，推掉中二塔。15分钟成都再控暗影主宰，推掉最后一路二塔。18分钟长沙滔搏丶蓝桉@长沙滔搏丶蓝桉孙尚香抢下暗影暴君，但自己也被击杀，成都一换三后直冲水晶，拿下胜利来到赛点。: 成都超玩会拿下第三局比赛,双方互换远古生物,成都击败鲁班大师。
有一说一，傲寒的比无畏准: 傲寒的比无畏准
玩原神学成语（（一些无聊到爆的鱼: 原神学成语
给周末增添一点。。健康的颜色！[微风][交税]画完发现全部是绿油油在线召唤绿毛控: 绿油油在线召唤健康颜色
狼队王者荣耀感谢每位在赛场为狼狼摇旗呐喊的宝以及昨天的狼狼下班放送: 狼队感谢选手,感谢宝和下班放送。
连续3把被当人机打。最没睡醒的应该算了。现在最吃他的状态。之后他大概率还是中国队的亚运打野。就今天这个表现，不仅为他也为中国队捏把汗。: 被当人机打,状态不错,为亚运打野捏把汗。
我命中注定的梦中情马！[锦鲤附体][锦鲤附体][锦鲤附体]你怎么知道我们小榜榜第一了呀！[送花花][送花花][送花花]: 命中注定的梦中情马
太难了兄弟们真他妈牛逼不敢想能进决赛可以体验一次线下总决赛啦牛逼兄弟们[干杯][干杯][干杯]: 体验线下总决赛,牛逼兄弟们
记录之夜，今晚属于一诺！恭喜[团圆兔]: 记录之夜,期待一诺
超玩会超越自我，继续努力！我们的故事还在继续！: 超玩会超越自我,故事仍在继续。
广州丶清清@广州丶清清广州丶不然@广州丶不然夸夸糕家优秀的榜一上野: 夸夸糕家榜上野,广州丶清清广州丶不然。
直播分享拖米用最高礼仪欢迎深圳丶小义@深圳丶小义深圳丶钎城@深圳丶钎城 小义钎城都在看我直播那我用最高礼仪欢迎两位宝贝拖米世界以痛吻我，我也吻回去玩加电竞王者荣耀: 直播分享拖米礼仪,欢迎深圳丶小义和钎城。
2023春季赛季后赛: 2023赛季后赛程
一诺一个无情的抱狗机器: 无情抱狗机器
徐怡然说拍照要装一点显得我很呆爱思: 徐怡然回应拍照要求
兔玩春季赛专访狼队钟意@狼队钟意狼队归期@狼队归期 （关转评赞双人拍立得*1）钟意今天表现的还可以，我觉得话7分吧，打10分归期算是打出了训练赛状态，7分吧，给对方打10分互相模仿定妆照时间兔子看看是谁没被可爱到！最喜欢的英雄是哪个？最有自信的英雄是什么？最近经常听的一首歌？为什么起名还用钟意头像？现在赛后采访还会紧张成人形立牌吗？钟意怎么看这个？等一系列问答点进来！！比赛加油！狼队王者荣耀分部@狼队王者荣耀分部狼队王者荣耀: 狼玩春季赛专访狼队钟意,强调狼队归期和王者荣耀分部。
1岁的狗很胖爱吃公的: 2岁狗很胖爱吃公的
仔的夜宵摊 关于大家很关心的改哥的身体问题在昨天比赛时，改哥出现头晕头痛、手部发麻的现象。赛训组秉持着身体健康是第一的原则，也曾商量过是否需要换人，但改哥还是坚持打完了比赛感谢改哥对这个家的付出[苦涩]赛后阿改确诊了甲流阳性，赛训组工作人员第一时间将阿改送到了医院。不过家人们放心吧，改哥已经挂了水并吃了特效药[奋斗]今天阿改的精神状态也好多啦[送花花]希望改哥快快好起来！这个家没改不行对于其他队员和赛训组人员，我们也准备预防的药物，会尽全力保证大家的身体健康的[奋斗]最近换季家人们也要注意身体健康！来看比赛的家人多带一件外套不要着凉了[送花花]身体健康是第一[干饭人]战队: 赛训组提醒改哥注意健康,阿改确诊甲流阳性,家人积极送医,准备预防药物。
通知以后大家都不准看好广州队了: 通知后不看好广州队
九尾干将莫邪三连决胜！: 九尾干将莫邪三连决胜
生日快乐[锦鲤附体][锦鲤附体]（礼物还没拆开拆完一起发毛安: 祝生日快乐,礼物未拆开,一起发毛安。
这个瓜，你们吃到了吗[哆啦梦害怕]: 吃到哆啦梦害怕的瓜
22号总决赛见，这场5太刺激了，缺氧了有点，干冒汗了。: 5号总决赛缺氧冒汗
刘辩，一款我的精神状态代言人。我想和你死在一起我想为你死去我想成为你的之死靡它: 刘辩成精神状态代言人
马神！尾神！康神！爱了！恭喜！: 恭喜康神和尾神
赛季开始前应该没人想得到我们会拿冠军吧，我们颠覆了所有人的预想，现在非常开心！第四局我应该也很好地发挥了队长的作用吧！: 队长发挥重要作用,赢得冠军感到开心。
真没觉得实力差距有场面上那么难看多说一下今天第一盘的思路真没问题，酒桶凯南为贾克斯服务，阿乐状态火热的同时感觉上场69哥状态不好想点菜（被骗了）软辅三核后期阵容前期优势，控了前面所有的资源，但那波红出大问题！不谨慎被逮，导致也死了连锁反应。3龙团那波也是沟通失误，不知道霞为啥会出现在那个位置被秒了。后面抓到过机会大龙打回来局面，但是被塞恩起来那个（我也不懂）第二三盘就是心态出问题了，复活甲该用用阿，回去找到自己熟悉赢游戏的方式。: 实力差距大,思路没问题,阿乐状态不好想点菜,软辅三核后期阵容优势。
